koer,kohtunik,grade,predicted
Apriori Donnerhall,Olga Sinko Kuprianova,4.0,1
Apriori Donnerhall,Dagmar Klein,13.0,1
Apriori Donnerhall,Denis Dudko,4.0,1
Apriori Donnerhall,Wera Hübenthal,13.0,1
Apriori Donnerhall,Viachaslav Viarbitski,4.0,1
Apriori Donnerhall,Aleksandr Soroko,13.0,1
Apriori Donnerhall,Willi Güllix,4.0,1
Apriori Donnerhall,George Schogol,13.0,1
Apriori Donnerhall,Carsten Birk,4.0,1
Apriori Donnerhall,Laurent Pichard,4.0,1
Apriori Donnerhall,Olga Morozova,13.0,1
Apriori Donnerhall,Nikolina Davidovska,4.0,1
Apriori Donnerhall,Augustin Ionescu,13.0,1
Apriori Donnerhall,Andrew Brace,4.0,1
Apriori Donnerhall,Miklos Levente,13.0,1
Apriori Donnerhall,Tijana Konrad,13.0,1
Apriori Donnerhall,Simon Rooney,13.0,1
Apriori Donnerhall,Maire Tõnurist,13.0,1
Apriori Donnerhall,Søren Wesseltoft,13.0,1
Apriori Donnerhall,Hilkka Salohalla,13.0,1
Apriori Donnerhall,Johnny Andersson,13.0,1
Apriori Donnerhall,Jo Schepers,13.0,1
Apriori Donnerhall,Marja Talvitie,13.0,1
Apriori Donnerhall,Seamus Oates,13.0,1
Apriori Donnerhall,Antonio Rojo Fajardo,13.0,1
Apriori Donnerhall,Eugeny Kuplyauskas,13.0,1
Apriori Donnerhall,Des Manton,13.0,1
Apriori Donnerhall,Adolfo Martinez Noguera,13.0,1
Apriori Donnerhall,Peter van Montfoort,4.0,1
Apriori Donnerhall,Malgorzata Supronowicz,13.0,1
Apriori Donnerhall,Satu Ylä-Mononen,13.0,1
Apriori Donnerhall,Petru Muntean,13.0,1
Apriori Donnerhall,Péter Harsányi,13.0,1
Apriori Donnerhall,Monika Blaha,13.0,1
Apriori Donnerhall,Beata Petkevica,13.0,1
Apriori Donnerhall,Miroslaw Redlicki,4.0,1
Armani Smiltynes Trispalvis,Bo Skalin,4.0,1
Armani Smiltynes Trispalvis,Helen Tonkson-Koit,4.0,1
Armani Smiltynes Trispalvis,Liliane de Ridder-Onghena,4.0,1
Armani Smiltynes Trispalvis,Torsten Lemmer,13.0,1
Armani Smiltynes Trispalvis,Mile Aleksoski,13.0,1
Armani Smiltynes Trispalvis,Hans-Erhard Grüttner,13.0,1
Armani Smiltynes Trispalvis,Marjatta Pylvänäinen-Suorsa,13.0,1
Armani Smiltynes Trispalvis,Rade Vesic,4.0,1
Armani Smiltynes Trispalvis,Eva Liljekvist Borg,13.0,1
Armani Smiltynes Trispalvis,Olena Chuieva,13.0,1
Armani Smiltynes Trispalvis,Juta Haranen,4.0,1
Armani Smiltynes Trispalvis,Kostadin Shankov,13.0,1
Armani Smiltynes Trispalvis,Nenad Matejevic,13.0,1
Armani Smiltynes Trispalvis,Hedi Kumm,13.0,1
Armani Smiltynes Trispalvis,Marek Lewandowski,13.0,1
Armani Smiltynes Trispalvis,Nina Karlsdotter,13.0,1
Armani Smiltynes Trispalvis,Michael Camac,4.0,1
Armani Smiltynes Trispalvis,Petra Junehall,4.0,1
Armani Smiltynes Trispalvis,Galyna Kalinichenko,4.0,1
Armani Smiltynes Trispalvis,Bonka Georgieva Laslo,4.0,1
Armani Smiltynes Trispalvis,Elena Agafonova,4.0,1
Armani Smiltynes Trispalvis,Ligita Zake,13.0,1
Armani Smiltynes Trispalvis,Dina Korna,13.0,1
Armani Smiltynes Trispalvis,Avi Mallach,4.0,1
Armani Smiltynes Trispalvis,Sarah Burns,13.0,1
Armani Smiltynes Trispalvis,Linda Jürgens,4.0,1
Armani Smiltynes Trispalvis,Pars Kibarer,4.0,1
Armani Smiltynes Trispalvis,Karl-Erik Johansson,13.0,1
Armani Smiltynes Trispalvis,Paula Heikkinen-Lehkonen,13.0,1
Armani Smiltynes Trispalvis,Sviatlana Radziuk,4.0,1
Armani Smiltynes Trispalvis,Gerard O'shea,4.0,1
Armani Smiltynes Trispalvis,Aire-Piret Pärn,4.0,1
Armani Smiltynes Trispalvis,Audrone Babianskiene,4.0,1
Armani Smiltynes Trispalvis,Natalia Sedykh,4.0,1
Armani Smiltynes Trispalvis,Istvanne Juhasz,4.0,1
Armani Smiltynes Trispalvis,Olga Kojevnikova,4.0,1
Armani Smiltynes Trispalvis,Panos Demetriou,4.0,1
Armani Smiltynes Trispalvis,Myriam Vermeire,4.0,1
Armani Smiltynes Trispalvis,Dragana Vasiljevic,13.0,1
Armani Smiltynes Trispalvis,Tino Pehar,13.0,1
Armani Smiltynes Trispalvis,Igoris Zizevskis,4.0,1
Armani Smiltynes Trispalvis,Csaba Zsolt Lokodi,13.0,1
Armani Smiltynes Trispalvis,Roger Vanhoenacker,4.0,1
Armani Smiltynes Trispalvis,Shyam Mehta,4.0,1
Armani Smiltynes Trispalvis,Sanja Momčilović Bognič,13.0,1
Armani Smiltynes Trispalvis,Carmen Navarro Guisado,13.0,1
Armani Smiltynes Trispalvis,Svante Frisk,13.0,1
Armani Smiltynes Trispalvis,Volodymyr Shiyan,13.0,1
Armani Smiltynes Trispalvis,Refet Hadzic,13.0,1
Armani Smiltynes Trispalvis,Elin Normannseth,4.0,1
Armani Smiltynes Trispalvis,Melita Grošelj,13.0,1
Armani Smiltynes Trispalvis,Manola Poggesi,4.0,1
Armani Smiltynes Trispalvis,Hans Almgren,4.0,1
Armani Smiltynes Trispalvis,Tina Peixoto,4.0,1
Armani Smiltynes Trispalvis,Lessi Tchistiakova,4.0,1
Armani Smiltynes Trispalvis,Sergej Vanzha,4.0,1
Armani Smiltynes Trispalvis,Sebastian Harnik,4.0,1
Armani Smiltynes Trispalvis,Angel Pons Arino,4.0,1
Armani Smiltynes Trispalvis,Helina Simberg,4.0,1
Armani Smiltynes Trispalvis,Vija Klučniece,4.0,1
Armani Smiltynes Trispalvis,Olga Dolejšova,4.0,1
Armani Smiltynes Trispalvis,Gunnar Nymann,4.0,1
Armani Smiltynes Trispalvis,Massimo Inzoli,4.0,1
Armani Smiltynes Trispalvis,Kimmo Mustonen,4.0,1
Armani Smiltynes Trispalvis,Oliver Simon,4.0,1
Armani Smiltynes Trispalvis,Krystyna Opara,4.0,1
Armani Smiltynes Trispalvis,Branislav Rajic,4.0,1
Armani Smiltynes Trispalvis,Pedro Ivo Santos Bispo,13.0,1
Armani Smiltynes Trispalvis,Inese Pablaka,4.0,1
Armani Smiltynes Trispalvis,Regina Vaitkunskiene,4.0,1
Armani Smiltynes Trispalvis,Lisbet Utke Ramsing,13.0,1
Armani Smiltynes Trispalvis,Elena Ruskovaara,4.0,1
Armani Smiltynes Trispalvis,Olga Kupriyanova Sinko,4.0,1
Armani Smiltynes Trispalvis,Galina Zhuk,4.0,1
Armani Smiltynes Trispalvis,Tanya Ahlman,4.0,1
Armani Smiltynes Trispalvis,Tatjana Romanovskaya,4.0,1
Armani Smiltynes Trispalvis,Igor Mioč,13.0,1
Armani Smiltynes Trispalvis,Colette Muldoon,13.0,1
Armani Smiltynes Trispalvis,Elizabeth Wogan,4.0,1
Armani Smiltynes Trispalvis,Nina Kharatishvili,4.0,1
Armani Smiltynes Trispalvis,Zorica Blomqvist,4.0,1
Armani Smiltynes Trispalvis,Fabrizio La Rocca,4.0,1
Armani Smiltynes Trispalvis,Alvar Ristikivi,4.0,1
Armani Smiltynes Trispalvis,Yulija Pokrovskaya,4.0,1
Armani Smiltynes Trispalvis,Malgorzata Halas,4.0,1
Armani Smiltynes Trispalvis,Carlos Fernandez-Renau,13.0,1
Armani Smiltynes Trispalvis,Anatoli Zhuk,4.0,1
Armani Smiltynes Trispalvis,Livija Zizevske,4.0,1
Armani Smiltynes Trispalvis,Fernando Quilis Bonet,13.0,1
Armani Smiltynes Trispalvis,Boris Baic,13.0,1
Armani Smiltynes Trispalvis,Nikolay Sedykh,4.0,1
Armani Smiltynes Trispalvis,Sanna Vakkilainen,4.0,1
Armani Smiltynes Trispalvis,Jane Serafimov,4.0,1
Armani Smiltynes Trispalvis,Slobodan Miloshevski,13.0,1
Armani Smiltynes Trispalvis,Lisbeth Mach,4.0,1
Armani Smiltynes Trispalvis,Reet Lint,4.0,1
Armani Smiltynes Trispalvis,Hassi Assenmacher-Feyel,13.0,1
Armani Smiltynes Trispalvis,Brenda Banbury,13.0,1
Armani Smiltynes Trispalvis,John R. Walsh,4.0,1
Armani Smiltynes Trispalvis,Alfonso Castells,4.0,1
Armani Smiltynes Trispalvis,Marie Clair Walsh,13.0,1
Armani Smiltynes Trispalvis,Marina Ostrovskaya,13.0,1
Armani Smiltynes Trispalvis,Anna Rogowska,4.0,1
Armani Smiltynes Trispalvis,Victoria Pohodina,4.0,1
Armani Smiltynes Trispalvis,Maria Amelia Taborda,4.0,1
Armani Smiltynes Trispalvis,Silvia Weber-Martegani,13.0,1
Armani Smiltynes Trispalvis,Tapio Eerola,4.0,1
Armani Smiltynes Trispalvis,Maria Viarbitskaya,13.0,1
Armani Smiltynes Trispalvis,Anca Giura,4.0,1
Armani Smiltynes Trispalvis,Elzbieta Chwalibog,4.0,1
Armani Smiltynes Trispalvis,Viktoras Avtuško,4.0,1
Armani Smiltynes Trispalvis,Rafael Malo Alcrudo,13.0,1
Armani Smiltynes Trispalvis,Jose Homem De Mello,4.0,1
Armani Smiltynes Trispalvis,Bojan Matakovic,4.0,1
Armani Smiltynes Trispalvis,Saija Juutilainen,13.0,1
Armani Smiltynes Trispalvis,Dubravka Reicher,4.0,1
Armani Smiltynes Trispalvis,Giuliano Biasiolo,13.0,1
Armani Smiltynes Trispalvis,Anna Kochan,13.0,1
Armani Smiltynes Trispalvis,Oleg Yanchev,13.0,1
Armani Smiltynes Trispalvis,Ludmila Krakovskaya,13.0,1
Armani Smiltynes Trispalvis,Vladimir Piskay,4.0,1
Armani Smiltynes Trispalvis,Petrus Roosenboom,4.0,1
Armani Smiltynes Trispalvis,Guenther Ehrenreich,4.0,1
Armani Smiltynes Trispalvis,Andi Hudono,13.0,1
Armani Smiltynes Trispalvis,Andrzej Stepinski,13.0,1
Armani Smiltynes Trispalvis,Jari Laakso,4.0,1
Armani Smiltynes Trispalvis,Paul Lawless,4.0,1
Armani Smiltynes Trispalvis,Uschi Eisner,4.0,1
Armani Smiltynes Trispalvis,Norman Deschuymere,13.0,1
Armani Smiltynes Trispalvis,John Muldoon,13.0,1
Armani Smiltynes Trispalvis,Maite Gonzalbo Lorenzo,4.0,1
Armani Smiltynes Trispalvis,Sunde Marit,4.0,1
Armani Smiltynes Trispalvis,Per Kristian Andersen,13.0,1
Armani Smiltynes Trispalvis,Astrid Lundava,13.0,1
Armani Smiltynes Trispalvis,Christian Jouanchicot,13.0,1
Armani Smiltynes Trispalvis,Dick Baars,4.0,1
Armani Smiltynes Trispalvis,John Williams,4.0,1
Armani Smiltynes Trispalvis,Zoltan Baffia,4.0,1
Armani Smiltynes Trispalvis,Antoan Hlebarov,13.0,1
Armani Smiltynes Trispalvis,Maija Heinilä,13.0,1
Armani Smiltynes Trispalvis,Hans Bierwolf,13.0,1
Armani Smiltynes Trispalvis,Michael Leonard,4.0,1
Armani Smiltynes Trispalvis,Calin Simu,4.0,1
Armani Smiltynes Trispalvis,Massimiliano Mannucci,13.0,1
Armani Smiltynes Trispalvis,Anthony Kelly,13.0,1
Armani Smiltynes Trispalvis,Igor Vyguzov,13.0,1
Armani Smiltynes Trispalvis,Vera Smirnova,13.0,1
Armani Smiltynes Trispalvis,Dirk Spruyt,4.0,1
Armani Smiltynes Trispalvis,Olga Sinko Kuprianova,4.0,1
Armani Smiltynes Trispalvis,Dagmar Klein,13.0,1
Armani Smiltynes Trispalvis,Denis Dudko,4.0,1
Armani Smiltynes Trispalvis,Wera Hübenthal,13.0,1
Armani Smiltynes Trispalvis,Viachaslav Viarbitski,4.0,1
Armani Smiltynes Trispalvis,Aleksandr Soroko,13.0,1
Armani Smiltynes Trispalvis,Willi Güllix,4.0,1
Armani Smiltynes Trispalvis,George Schogol,13.0,1
Armani Smiltynes Trispalvis,Carsten Birk,4.0,1
Armani Smiltynes Trispalvis,Laurent Pichard,4.0,1
Armani Smiltynes Trispalvis,Olga Morozova,13.0,1
Armani Smiltynes Trispalvis,Nikolina Davidovska,4.0,1
Armani Smiltynes Trispalvis,Augustin Ionescu,13.0,1
Armani Smiltynes Trispalvis,Andrew Brace,4.0,1
Armani Smiltynes Trispalvis,Miklos Levente,13.0,1
Armani Smiltynes Trispalvis,Tijana Konrad,13.0,1
Armani Smiltynes Trispalvis,Simon Rooney,13.0,1
Armani Smiltynes Trispalvis,Maire Tõnurist,13.0,1
Armani Smiltynes Trispalvis,Søren Wesseltoft,13.0,1
Armani Smiltynes Trispalvis,Hilkka Salohalla,13.0,1
Armani Smiltynes Trispalvis,Johnny Andersson,13.0,1
Armani Smiltynes Trispalvis,Jo Schepers,13.0,1
Armani Smiltynes Trispalvis,Marja Talvitie,13.0,1
Armani Smiltynes Trispalvis,Seamus Oates,13.0,1
Armani Smiltynes Trispalvis,Antonio Rojo Fajardo,13.0,1
Armani Smiltynes Trispalvis,Eugeny Kuplyauskas,13.0,1
Armani Smiltynes Trispalvis,Des Manton,13.0,1
Armani Smiltynes Trispalvis,Adolfo Martinez Noguera,13.0,1
Armani Smiltynes Trispalvis,Peter van Montfoort,4.0,1
Armani Smiltynes Trispalvis,Malgorzata Supronowicz,13.0,1
Armani Smiltynes Trispalvis,Satu Ylä-Mononen,13.0,1
Armani Smiltynes Trispalvis,Petru Muntean,13.0,1
Armani Smiltynes Trispalvis,Péter Harsányi,13.0,1
Armani Smiltynes Trispalvis,Monika Blaha,13.0,1
Armani Smiltynes Trispalvis,Beata Petkevica,13.0,1
Armani Smiltynes Trispalvis,Miroslaw Redlicki,4.0,1
Barry Vom Drachenhimmel,Bo Skalin,4.0,1
Barry Vom Drachenhimmel,Helen Tonkson-Koit,4.0,1
Barry Vom Drachenhimmel,Liliane de Ridder-Onghena,4.0,1
Barry Vom Drachenhimmel,Torsten Lemmer,13.0,1
Barry Vom Drachenhimmel,Mile Aleksoski,13.0,1
Barry Vom Drachenhimmel,Hans-Erhard Grüttner,13.0,1
Barry Vom Drachenhimmel,Marjatta Pylvänäinen-Suorsa,13.0,1
Barry Vom Drachenhimmel,Rade Vesic,4.0,1
Barry Vom Drachenhimmel,Eva Liljekvist Borg,13.0,1
Barry Vom Drachenhimmel,Olena Chuieva,13.0,1
Barry Vom Drachenhimmel,Juta Haranen,4.0,1
Barry Vom Drachenhimmel,Kostadin Shankov,13.0,1
Barry Vom Drachenhimmel,Nenad Matejevic,13.0,1
Barry Vom Drachenhimmel,Hedi Kumm,13.0,1
Barry Vom Drachenhimmel,Marek Lewandowski,13.0,1
Barry Vom Drachenhimmel,Nina Karlsdotter,13.0,1
Barry Vom Drachenhimmel,Michael Camac,4.0,1
Barry Vom Drachenhimmel,Petra Junehall,4.0,1
Barry Vom Drachenhimmel,Galyna Kalinichenko,4.0,1
Barry Vom Drachenhimmel,Bonka Georgieva Laslo,4.0,1
Barry Vom Drachenhimmel,Elena Agafonova,4.0,1
Barry Vom Drachenhimmel,Ligita Zake,13.0,1
Barry Vom Drachenhimmel,Dina Korna,13.0,1
Barry Vom Drachenhimmel,Avi Mallach,4.0,1
Barry Vom Drachenhimmel,Sarah Burns,13.0,1
Barry Vom Drachenhimmel,Linda Jürgens,4.0,1
Barry Vom Drachenhimmel,Pars Kibarer,4.0,1
Barry Vom Drachenhimmel,Karl-Erik Johansson,13.0,1
Barry Vom Drachenhimmel,Paula Heikkinen-Lehkonen,13.0,1
Barry Vom Drachenhimmel,Sviatlana Radziuk,4.0,1
Barry Vom Drachenhimmel,Gerard O'shea,4.0,1
Barry Vom Drachenhimmel,Aire-Piret Pärn,4.0,1
Barry Vom Drachenhimmel,Audrone Babianskiene,4.0,1
Barry Vom Drachenhimmel,Natalia Sedykh,4.0,1
Barry Vom Drachenhimmel,Istvanne Juhasz,4.0,1
Barry Vom Drachenhimmel,Olga Kojevnikova,4.0,1
Barry Vom Drachenhimmel,Panos Demetriou,4.0,1
Barry Vom Drachenhimmel,Myriam Vermeire,4.0,1
Barry Vom Drachenhimmel,Dragana Vasiljevic,13.0,1
Barry Vom Drachenhimmel,Tino Pehar,13.0,1
Barry Vom Drachenhimmel,Igoris Zizevskis,4.0,1
Barry Vom Drachenhimmel,Csaba Zsolt Lokodi,13.0,1
Barry Vom Drachenhimmel,Roger Vanhoenacker,4.0,1
Barry Vom Drachenhimmel,Shyam Mehta,4.0,1
Barry Vom Drachenhimmel,Sanja Momčilović Bognič,13.0,1
Barry Vom Drachenhimmel,Carmen Navarro Guisado,13.0,1
Barry Vom Drachenhimmel,Svante Frisk,13.0,1
Barry Vom Drachenhimmel,Volodymyr Shiyan,13.0,1
Barry Vom Drachenhimmel,Refet Hadzic,13.0,1
Barry Vom Drachenhimmel,Elin Normannseth,4.0,1
Barry Vom Drachenhimmel,Melita Grošelj,13.0,1
Barry Vom Drachenhimmel,Manola Poggesi,4.0,1
Barry Vom Drachenhimmel,Hans Almgren,4.0,1
Barry Vom Drachenhimmel,Tina Peixoto,4.0,1
Barry Vom Drachenhimmel,Lessi Tchistiakova,4.0,1
Barry Vom Drachenhimmel,Sergej Vanzha,4.0,1
Barry Vom Drachenhimmel,Sebastian Harnik,4.0,1
Barry Vom Drachenhimmel,Angel Pons Arino,4.0,1
Barry Vom Drachenhimmel,Helina Simberg,4.0,1
Barry Vom Drachenhimmel,Vija Klučniece,4.0,1
Barry Vom Drachenhimmel,Olga Dolejšova,4.0,1
Barry Vom Drachenhimmel,Gunnar Nymann,4.0,1
Barry Vom Drachenhimmel,Massimo Inzoli,4.0,1
Barry Vom Drachenhimmel,Kimmo Mustonen,4.0,1
Barry Vom Drachenhimmel,Oliver Simon,4.0,1
Barry Vom Drachenhimmel,Krystyna Opara,4.0,1
Barry Vom Drachenhimmel,Branislav Rajic,4.0,1
Barry Vom Drachenhimmel,Pedro Ivo Santos Bispo,13.0,1
Barry Vom Drachenhimmel,Inese Pablaka,4.0,1
Barry Vom Drachenhimmel,Regina Vaitkunskiene,4.0,1
Barry Vom Drachenhimmel,Lisbet Utke Ramsing,13.0,1
Barry Vom Drachenhimmel,Elena Ruskovaara,4.0,1
Barry Vom Drachenhimmel,Olga Kupriyanova Sinko,4.0,1
Barry Vom Drachenhimmel,Galina Zhuk,4.0,1
Barry Vom Drachenhimmel,Tanya Ahlman,4.0,1
Barry Vom Drachenhimmel,Tatjana Romanovskaya,4.0,1
Barry Vom Drachenhimmel,Igor Mioč,13.0,1
Barry Vom Drachenhimmel,Colette Muldoon,13.0,1
Barry Vom Drachenhimmel,Elizabeth Wogan,4.0,1
Barry Vom Drachenhimmel,Nina Kharatishvili,4.0,1
Barry Vom Drachenhimmel,Zorica Blomqvist,4.0,1
Barry Vom Drachenhimmel,Fabrizio La Rocca,4.0,1
Barry Vom Drachenhimmel,Alvar Ristikivi,4.0,1
Barry Vom Drachenhimmel,Yulija Pokrovskaya,4.0,1
Barry Vom Drachenhimmel,Malgorzata Halas,4.0,1
Barry Vom Drachenhimmel,Carlos Fernandez-Renau,13.0,1
Barry Vom Drachenhimmel,Anatoli Zhuk,4.0,1
Barry Vom Drachenhimmel,Livija Zizevske,4.0,1
Barry Vom Drachenhimmel,Fernando Quilis Bonet,13.0,1
Barry Vom Drachenhimmel,Boris Baic,13.0,1
Barry Vom Drachenhimmel,Nikolay Sedykh,4.0,1
Barry Vom Drachenhimmel,Sanna Vakkilainen,4.0,1
Barry Vom Drachenhimmel,Jane Serafimov,4.0,1
Barry Vom Drachenhimmel,Slobodan Miloshevski,13.0,1
Barry Vom Drachenhimmel,Lisbeth Mach,4.0,1
Barry Vom Drachenhimmel,Reet Lint,4.0,1
Barry Vom Drachenhimmel,Hassi Assenmacher-Feyel,13.0,1
Barry Vom Drachenhimmel,Brenda Banbury,13.0,1
Barry Vom Drachenhimmel,John R. Walsh,4.0,1
Barry Vom Drachenhimmel,Alfonso Castells,4.0,1
Barry Vom Drachenhimmel,Marie Clair Walsh,13.0,1
Barry Vom Drachenhimmel,Marina Ostrovskaya,13.0,1
Barry Vom Drachenhimmel,Anna Rogowska,4.0,1
Barry Vom Drachenhimmel,Victoria Pohodina,4.0,1
Barry Vom Drachenhimmel,Maria Amelia Taborda,4.0,1
Barry Vom Drachenhimmel,Silvia Weber-Martegani,13.0,1
Barry Vom Drachenhimmel,Tapio Eerola,4.0,1
Barry Vom Drachenhimmel,Maria Viarbitskaya,13.0,1
Barry Vom Drachenhimmel,Anca Giura,4.0,1
Barry Vom Drachenhimmel,Elzbieta Chwalibog,4.0,1
Barry Vom Drachenhimmel,Viktoras Avtuško,4.0,1
Barry Vom Drachenhimmel,Rafael Malo Alcrudo,13.0,1
Barry Vom Drachenhimmel,Jose Homem De Mello,4.0,1
Barry Vom Drachenhimmel,Bojan Matakovic,4.0,1
Barry Vom Drachenhimmel,Saija Juutilainen,13.0,1
Barry Vom Drachenhimmel,Dubravka Reicher,4.0,1
Barry Vom Drachenhimmel,Giuliano Biasiolo,13.0,1
Barry Vom Drachenhimmel,Anna Kochan,13.0,1
Barry Vom Drachenhimmel,Oleg Yanchev,13.0,1
Barry Vom Drachenhimmel,Ludmila Krakovskaya,13.0,1
Barry Vom Drachenhimmel,Vladimir Piskay,4.0,1
Barry Vom Drachenhimmel,Petrus Roosenboom,4.0,1
Barry Vom Drachenhimmel,Guenther Ehrenreich,4.0,1
Barry Vom Drachenhimmel,Andi Hudono,13.0,1
Barry Vom Drachenhimmel,Andrzej Stepinski,13.0,1
Barry Vom Drachenhimmel,Jari Laakso,4.0,1
Barry Vom Drachenhimmel,Paul Lawless,4.0,1
Barry Vom Drachenhimmel,Uschi Eisner,4.0,1
Barry Vom Drachenhimmel,Norman Deschuymere,13.0,1
Barry Vom Drachenhimmel,John Muldoon,13.0,1
Barry Vom Drachenhimmel,Maite Gonzalbo Lorenzo,4.0,1
Barry Vom Drachenhimmel,Sunde Marit,4.0,1
Barry Vom Drachenhimmel,Per Kristian Andersen,13.0,1
Barry Vom Drachenhimmel,Astrid Lundava,13.0,1
Barry Vom Drachenhimmel,Christian Jouanchicot,13.0,1
Barry Vom Drachenhimmel,Dick Baars,4.0,1
Barry Vom Drachenhimmel,John Williams,4.0,1
Barry Vom Drachenhimmel,Zoltan Baffia,4.0,1
Barry Vom Drachenhimmel,Antoan Hlebarov,13.0,1
Barry Vom Drachenhimmel,Maija Heinilä,13.0,1
Barry Vom Drachenhimmel,Hans Bierwolf,13.0,1
Barry Vom Drachenhimmel,Michael Leonard,4.0,1
Barry Vom Drachenhimmel,Calin Simu,4.0,1
Barry Vom Drachenhimmel,Massimiliano Mannucci,13.0,1
Barry Vom Drachenhimmel,Anthony Kelly,13.0,1
Barry Vom Drachenhimmel,Igor Vyguzov,13.0,1
Barry Vom Drachenhimmel,Vera Smirnova,13.0,1
Barry Vom Drachenhimmel,Dirk Spruyt,4.0,1
Barry Vom Drachenhimmel,Olga Sinko Kuprianova,4.0,1
Barry Vom Drachenhimmel,Dagmar Klein,13.0,1
Barry Vom Drachenhimmel,Denis Dudko,4.0,1
Barry Vom Drachenhimmel,Wera Hübenthal,13.0,1
Barry Vom Drachenhimmel,Viachaslav Viarbitski,4.0,1
Barry Vom Drachenhimmel,Aleksandr Soroko,13.0,1
Barry Vom Drachenhimmel,Willi Güllix,4.0,1
Barry Vom Drachenhimmel,George Schogol,13.0,1
Barry Vom Drachenhimmel,Carsten Birk,4.0,1
Barry Vom Drachenhimmel,Laurent Pichard,4.0,1
Barry Vom Drachenhimmel,Olga Morozova,13.0,1
Barry Vom Drachenhimmel,Nikolina Davidovska,4.0,1
Barry Vom Drachenhimmel,Augustin Ionescu,13.0,1
Barry Vom Drachenhimmel,Andrew Brace,4.0,1
Barry Vom Drachenhimmel,Miklos Levente,13.0,1
Barry Vom Drachenhimmel,Tijana Konrad,13.0,1
Barry Vom Drachenhimmel,Simon Rooney,13.0,1
Barry Vom Drachenhimmel,Maire Tõnurist,13.0,1
Barry Vom Drachenhimmel,Søren Wesseltoft,13.0,1
Barry Vom Drachenhimmel,Hilkka Salohalla,13.0,1
Barry Vom Drachenhimmel,Johnny Andersson,13.0,1
Barry Vom Drachenhimmel,Jo Schepers,13.0,1
Barry Vom Drachenhimmel,Marja Talvitie,13.0,1
Barry Vom Drachenhimmel,Seamus Oates,13.0,1
Barry Vom Drachenhimmel,Antonio Rojo Fajardo,13.0,1
Barry Vom Drachenhimmel,Eugeny Kuplyauskas,13.0,1
Barry Vom Drachenhimmel,Des Manton,13.0,1
Barry Vom Drachenhimmel,Adolfo Martinez Noguera,13.0,1
Barry Vom Drachenhimmel,Peter van Montfoort,4.0,1
Barry Vom Drachenhimmel,Malgorzata Supronowicz,13.0,1
Barry Vom Drachenhimmel,Satu Ylä-Mononen,13.0,1
Barry Vom Drachenhimmel,Petru Muntean,13.0,1
Barry Vom Drachenhimmel,Péter Harsányi,13.0,1
Barry Vom Drachenhimmel,Monika Blaha,13.0,1
Barry Vom Drachenhimmel,Beata Petkevica,13.0,1
Barry Vom Drachenhimmel,Miroslaw Redlicki,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Bo Skalin,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Helen Tonkson-Koit,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Liliane de Ridder-Onghena,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Torsten Lemmer,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Mile Aleksoski,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Hans-Erhard Grüttner,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Marjatta Pylvänäinen-Suorsa,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Rade Vesic,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Eva Liljekvist Borg,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Olena Chuieva,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Juta Haranen,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Kostadin Shankov,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Nenad Matejevic,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Hedi Kumm,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Marek Lewandowski,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Nina Karlsdotter,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Michael Camac,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Petra Junehall,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Galyna Kalinichenko,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Bonka Georgieva Laslo,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Elena Agafonova,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Ligita Zake,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Dina Korna,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Avi Mallach,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Sarah Burns,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Linda Jürgens,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Pars Kibarer,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Karl-Erik Johansson,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Paula Heikkinen-Lehkonen,13.0,1
Benny Hill Z Gorzyckiej Zagrody,Sviatlana Radziuk,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Gerard O'shea,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Aire-Piret Pärn,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Audrone Babianskiene,4.0,1
Benny Hill Z Gorzyckiej Zagrody,Natalia Sedykh,4.0,1
